Image,Cluster
Test_0_rotation.jpg,1
Test_100_rotation.jpg,1
Test_101_rotation.jpg,1
Test_102_rotation.jpg,-1
Test_103_rotation.jpg,-1
Test_104_rotation.jpg,-1
Test_105_rotation.jpg,-1
Test_106_rotation.jpg,-1
Test_107_rotation.jpg,-1
Test_108_rotation.jpg,-1
Test_109_rotation.jpg,-1
Test_10_rotation.jpg,-1
Test_110_rotation.jpg,-1
Test_111_rotation.jpg,-1
Test_112_rotation.jpg,-1
Test_113_rotation.jpg,-1
Test_114_rotation.jpg,-1
Test_115_rotation.jpg,-1
Test_116_rotation.jpg,-1
Test_117_rotation.jpg,-1
Test_118_rotation.jpg,-1
Test_119_rotation.jpg,-1
Test_11_rotation.jpg,-1
Test_120_rotation.jpg,-1
Test_121_rotation.jpg,-1
Test_122_rotation.jpg,-1
Test_123_rotation.jpg,-1
Test_124_rotation.jpg,-1
Test_125_rotation.jpg,-1
Test_126_rotation.jpg,-1
Test_127_rotation.jpg,-1
Test_128_rotation.jpg,-1
Test_129_rotation.jpg,-1
Test_12_rotation.jpg,-1
Test_130_rotation.jpg,-1
Test_131_rotation.jpg,-1
Test_132_rotation.jpg,-1
Test_133_rotation.jpg,-1
Test_134_rotation.jpg,-1
Test_135_rotation.jpg,-1
Test_136_rotation.jpg,-1
Test_137_rotation.jpg,-1
Test_138_rotation.jpg,-1
Test_139_rotation.jpg,-1
Test_13_rotation.jpg,-1
Test_140_rotation.jpg,-1
Test_141_rotation.jpg,-1
Test_142_rotation.jpg,-1
Test_143_rotation.jpg,-1
Test_144_rotation.jpg,-1
Test_145_rotation.jpg,-1
Test_146_rotation.jpg,-1
Test_147_rotation.jpg,-1
Test_148_rotation.jpg,-1
Test_149_rotation.jpg,-1
Test_14_rotation.jpg,-1
Test_150_rotation.jpg,-1
Test_151_rotation.jpg,-1
Test_152_rotation.jpg,-1
Test_153_rotation.jpg,-1
Test_154_rotation.jpg,-1
Test_155_rotation.jpg,-1
Test_156_rotation.jpg,-1
Test_157_rotation.jpg,-1
Test_158_rotation.jpg,-1
Test_159_rotation.jpg,-1
Test_15_rotation.jpg,-1
Test_160_rotation.jpg,-1
Test_161_rotation.jpg,1
Test_162_rotation.jpg,1
Test_163_rotation.jpg,1
Test_164_rotation.jpg,-1
Test_165_rotation.jpg,-1
Test_166_rotation.jpg,-1
Test_167_rotation.jpg,-1
Test_168_rotation.jpg,1
Test_169_rotation.jpg,-1
Test_16_rotation.jpg,-1
Test_170_rotation.jpg,-1
Test_171_rotation.jpg,0
Test_172_rotation.jpg,-1
Test_173_rotation.jpg,-1
Test_174_rotation.jpg,-1
Test_175_rotation.jpg,-1
Test_176_rotation.jpg,-1
Test_177_rotation.jpg,-1
Test_178_rotation.jpg,-1
Test_179_rotation.jpg,-1
Test_17_rotation.jpg,-1
Test_180_rotation.jpg,-1
Test_181_rotation.jpg,-1
Test_182_rotation.jpg,-1
Test_183_rotation.jpg,-1
Test_184_rotation.jpg,0
Test_18_rotation.jpg,-1
Test_19_rotation.jpg,-1
Test_1_rotation.jpg,1
Test_20_rotation.jpg,-1
Test_21_rotation.jpg,-1
Test_22_rotation.jpg,-1
Test_23_rotation.jpg,-1
Test_24_rotation.jpg,-1
Test_25_rotation.jpg,-1
Test_26_rotation.jpg,-1
Test_27_rotation.jpg,-1
Test_28_rotation.jpg,-1
Test_29_rotation.jpg,-1
Test_2_rotation.jpg,1
Test_30_rotation.jpg,-1
Test_31_rotation.jpg,-1
Test_32_rotation.jpg,-1
Test_33_rotation.jpg,2
Test_34_rotation.jpg,2
Test_35_rotation.jpg,2
Test_36_rotation.jpg,-1
Test_37_rotation.jpg,-1
Test_38_rotation.jpg,-1
Test_39_rotation.jpg,-1
Test_3_rotation.jpg,-1
Test_40_rotation.jpg,-1
Test_41_rotation.jpg,1
Test_42_rotation.jpg,-1
Test_43_rotation.jpg,1
Test_44_rotation.jpg,-1
Test_45_rotation.jpg,-1
Test_46_rotation.jpg,-1
Test_47_rotation.jpg,-1
Test_48_rotation.jpg,-1
Test_49_rotation.jpg,-1
Test_4_rotation.jpg,1
Test_50_rotation.jpg,-1
Test_51_rotation.jpg,-1
Test_52_rotation.jpg,0
Test_53_rotation.jpg,-1
Test_54_rotation.jpg,-1
Test_55_rotation.jpg,-1
Test_56_rotation.jpg,-1
Test_57_rotation.jpg,-1
Test_58_rotation.jpg,2
Test_59_rotation.jpg,-1
Test_5_rotation.jpg,1
Test_60_rotation.jpg,-1
Test_61_rotation.jpg,-1
Test_62_rotation.jpg,-1
Test_63_rotation.jpg,-1
Test_64_rotation.jpg,-1
Test_65_rotation.jpg,-1
Test_66_rotation.jpg,-1
Test_67_rotation.jpg,-1
Test_68_rotation.jpg,1
Test_69_rotation.jpg,-1
Test_6_rotation.jpg,-1
Test_70_rotation.jpg,-1
Test_71_rotation.jpg,-1
Test_72_rotation.jpg,-1
Test_73_rotation.jpg,1
Test_74_rotation.jpg,-1
Test_75_rotation.jpg,-1
Test_76_rotation.jpg,2
Test_77_rotation.jpg,-1
Test_78_rotation.jpg,2
Test_79_rotation.jpg,2
Test_7_rotation.jpg,-1
Test_80_rotation.jpg,-1
Test_81_rotation.jpg,-1
Test_82_rotation.jpg,-1
Test_83_rotation.jpg,-1
Test_84_rotation.jpg,-1
Test_85_rotation.jpg,-1
Test_86_rotation.jpg,-1
Test_87_rotation.jpg,-1
Test_88_rotation.jpg,1
Test_89_rotation.jpg,-1
Test_8_rotation.jpg,-1
Test_90_rotation.jpg,-1
Test_91_rotation.jpg,-1
Test_92_rotation.jpg,0
Test_93_rotation.jpg,1
Test_94_rotation.jpg,1
Test_95_rotation.jpg,-1
Test_96_rotation.jpg,-1
Test_97_rotation.jpg,-1
Test_98_rotation.jpg,-1
Test_99_rotation.jpg,1
Test_9_rotation.jpg,-1
